44.9854,44.372,2.13903,-2.49836,3.64694,0.445693,121,0,2
43.6067,40.1329,-1.75749,2.05745,4.70731,4.64116,104,0,2
53.8659,45.8576,2.32366,-2.49065,1.09674,3.87585,85,0,2
46.703,41.1201,-1.76073,1.92176,3.33045,0.214691,100,0,2
50.1405,40.3629,2.57882,-1.96958,2.61586,2.39125,110,0,2
63.4437,41.2951,-2.6235,2.89758,0.42878,0.871516,95,0,2
52.6275,40.1209,1.75556,-2.37856,3.39549,0.331759,63,0,2
52.6275,40.433,1.75556,-2.38947,3.39549,0.334342,69,0,2
48.2968,40.4238,1.7525,-2.37645,3.36366,0.333078,70,0,2
47.4668,41.6616,1.74871,-2.38296,3.37478,0.350995,84,0,2
58.3344,42.9932,2.63287,-2.38458,2.99337,6.1492,83,0,2
58.3344,42.766,2.63287,-2.38291,2.99337,6.14968,99,0,2
59.5291,43.058,2.6352,-2.38246,2.99091,6.14968,99,0,2
50.0861,45.214,1.89073,-1.89848,1.45974,5.25248,99,0,2
51.9765,51.2403,1.85828,-2.07817,1.82927,2.07421,120,0,2
52.2115,51.2403,1.85877,-2.07817,1.82939,2.07421,128,0,2
40.6437,40.562,2.54648,-3.25345,5.79528,5.02368,62,0,2
51.6848,48.6692,-2.47682,2.14697,1.63696,3.51681,126,0,2
65.8292,45.2027,1.88668,-2.27529,4.50996,2.5819,83,0,2
61.5962,55.5687,-2.42681,2.6174,4.11332,6.10756,73,0,2
61.5962,55.9975,-2.42681,2.62198,4.11332,6.10689,85,0,2
43.3518,40.5485,2.63323,-2.44498,6.12744,4.13133,81,0,2
47.0419,40.582,-1.76567,3.0865,3.46924,1.83676,71,0,2
47.3431,40.2529,-1.76831,3.08111,3.46423,1.83194,89,0,2
48.2955,40.5777,-1.72839,3.07775,3.45722,1.83272,77,0,2
55.2152,52.2144,2.48985,-3.27665,1.19735,4.2729,77,0,2
53.2269,45.4883,-2.91922,1.76677,1.08668,5.15694,73,43.5735,3
57.0139,46.6983,3.21768,-2.20289,2.42203,5.30071,96,0,2
57.6482,56.2848,3.12981,-3.74311,3.30311,5.56517,108,42.719,3
48.1349,47.0536,2.51991,-2.12075,0.198084,3.78676,65,0,2
50.7027,49.4542,2.42726,-2.08145,3.0644,2.21961,106,0,2
62.2756,59.4876,-2.25131,2.83398,5.9773,3.01243,67,52.5837,3
62.5137,59.6425,-2.25184,2.83393,5.97604,3.01222,81,54.0149,3
66.7183,62.7072,2.80996,-2.25405,3.00864,5.97613,96,58.5288,3
63.9503,63.8194,-2.26155,2.83274,5.97595,3.00205,93,54.5776,3
56.6,52.1406,-1.81926,1.83925,5.48981,1.90929,74,0,2
88.2495,46.2164,-1.80529,1.71697,5.75928,2.1238,104,43.501,3
