42.6271,41.6668,-1.72158,2.64707,1.35556,4.30246,26,0,2
93.3791,50.0392,-1.75204,2.75278,0.413333,4.2812,8,46.7861,3
92.0788,44.6169,-1.75537,2.79334,0.408713,4.26389,11,0,2
72.2789,53.1544,1.89977,-2.7959,4.78214,2.1198,13,0,2
72.3316,53.4742,1.89977,-2.79883,4.78238,2.11842,14,0,2
54.3492,52.3788,-2.79313,1.90984,2.09877,4.7951,17,0,2
50.5977,43.1337,1.91109,-2.79154,4.79452,2.09979,14,0,2
50.3985,43.8851,1.92288,-2.79764,4.80446,2.09775,13,0,2
48.2745,43.9178,1.90754,-2.79329,4.81013,2.09827,20,0,2
48.7515,44.2317,1.90811,-2.81262,4.81056,2.09586,25,0,2
50.6121,44.4742,1.9066,-2.80877,4.80756,2.09467,9,0,2
50.6471,44.4742,1.90641,-2.80877,4.80757,2.09467,13,0,2
50.5633,45.4929,1.91371,-2.79556,4.80558,2.09883,17,0,2
48.2745,44.3671,1.90754,-2.79682,4.81013,2.10019,6,0,2
49.9443,44.235,1.91658,-2.79478,4.8063,2.09978,6,0,2
48.6893,44.5352,1.90757,-2.79879,4.80849,2.09784,10,0,2
48.6893,44.7258,1.90757,-2.7988,4.80849,2.09794,14,0,2
48.6893,44.7258,1.90757,-2.7988,4.80849,2.09794,14,0,2
49.4591,44.5081,1.9073,-2.79467,4.80906,2.09989,9,0,2
48.7216,45.4181,1.90737,-2.78892,4.80854,2.09588,7,0,2
48.5971,44.8832,1.90708,-2.79816,4.80831,2.10438,14,0,2
57.2424,40.3291,1.75567,-1.96375,0.696545,3.6241,16,0,2
55.6746,41.1126,2.03732,-1.92521,4.74587,2.0109,14,0,2
56.3015,40.8627,-2.07081,2.63333,3.89148,2.24326,20,0,2
56.8207,41.3323,-2.07293,2.63756,3.89198,2.24333,29,0,2
57.458,41.1052,-2.07979,2.63822,3.88639,2.24758,34,0,2
94.5442,57.7769,-2.23494,1.79468,6.07189,4.07674,15,45.4336,3
47.1285,45.3085,-2.39462,2.14206,0.371176,3.28227,32,44.587,3
47.1285,46.4019,-2.39462,2.15023,0.371176,3.2782,32,44.587,3
47.6349,47.2676,2.13571,-2.39476,3.28795,0.371985,35,46.1867,3
58.5171,47.1687,1.9754,-1.75928,0.0357839,2.60094,14,0,2
49.1316,40.9625,-2.665,1.81381,4.16424,0.964821,19,0,2
49.3816,41.2021,-2.66591,1.81591,4.16597,0.963418,20,0,2
81.2083,79.5155,2.30954,-2.21979,5.08549,1.19862,63,67.7828,5
81.2083,79.7577,2.30954,-2.21897,5.08549,1.19891,60,67.2579,5
57.5337,52.9421,2.30824,-2.23376,5.07504,1.19107,49,46.9453,4
57.5337,52.2931,2.30824,-2.24128,5.07504,1.18715,50,46.7433,4
54.1321,46.6705,-2.28112,2.17187,3.29236,0.42248,33,0,2
